Account Number,Balance Date,Transaction Value,Balance
88466448,2023-02-09,11.47,-736.1999999999999
88466448,2023-02-10,-121.97,-858.17
88466448,2023-02-12,112.58,-745.5899999999999
88476961,2023-01-31,,524.76
88476961,2023-02-01,75.85,600.61
88476961,2023-02-04,86.15,686.76
88476961,2023-02-05,138.66,825.42
88476961,2023-02-07,75.95,901.37
88476961,2023-02-10,-55.13,846.24
88476961,2023-02-11,-133.78,712.46
88482062,2023-01-31,,149.31
88482062,2023-02-01,-321.2,-171.89
88482062,2023-02-07,130.23,-41.66
88482062,2023-02-07,85.25,43.59
88482062,2023-02-08,-1096.2,-1052.6100000000001
88482062,2023-02-10,-87.07,-1139.68
88489173,2023-01-31,,476.26
88489173,2023-02-01,169.18,645.44
88489173,2023-02-02,-115.09,530.35
88489173,2023-02-08,-0.47,529.88
88489173,2023-02-09,-145.71,384.16999999999996
88489173,2023-02-13,-133.97,250.2
88538200,2023-01-31,,518.77
88538200,2023-02-02,-83.89,434.88
88538200,2023-02-06,40.91,475.78999999999996
88538200,2023-02-10,1394.1,1869.8899999999999
88538200,2023-02-12,1077.3,2947.1899999999996
88538200,2023-02-12,127.83,3075.02
88538200,2023-02-13,76.09,3151.1099999999997
88551691,2023-01-31,,979.24
88551691,2023-02-01,89.41,1068.65
88551691,2023-02-05,1136.4,2205.05
88551691,2023-02-07,-75.03,2130.02
88551691,2023-02-08,-118.77,2011.2500000000002
88558016,2023-01-31,,156.64
88558016,2023-02-04,84.53,241.17
88558016,2023-02-09,-37.65,203.51999999999998
88558016,2023-02-12,84.83,288.35
88558016,2023-02-12,76.51,364.86
88558016,2023-02-14,76.93,441.79
88568543,2023-01-31,,472.83
88568543,2023-02-01,-168.34,304.49
88568543,2023-02-02,-86.62,217.86999999999998
88568543,2023-02-02,-723.0,-505.13
88568543,2023-02-03,-102.35,-607.48
88568543,2023-02-07,126.03,-481.45
88568543,2023-02-10,-65.54,-546.99
88568543,2023-02-11,1215.8,668.81
88568543,2023-02-13,26.24,695.05
88568543,2023-02-14,-17.11,677.9399999999999
88570753,2023-01-31,,62.48
88570753,2023-02-07,1440.9,1503.38
88570753,2023-02-07,-99.56,1403.8200000000002
88570753,2023-02-09,-127.53,1276.2900000000002
88570753,2023-02-12,-90.66,1185.63
88570753,2023-02-14,89.9,1275.5300000000002
88580402,2023-01-31,,118.18
88580402,2023-02-01,104.47,222.65
88580402,2023-02-03,59.01,281.66
88580402,2023-02-06,143.3,424.96000000000004
88580402,2023-02-09,-83.99,340.97
88580402,2023-02-14,-175.7,165.27000000000004
88646863,2023-01-31,,250.52
88646863,2023-02-03,35.32,285.84000000000003
88646863,2023-02-08,947.8,1233.6399999999999
88657589,2023-01-31,,712.85
88657589,2023-02-03,-97.96,614.89
88657589,2023-02-04,94.72,709.61
88657589,2023-02-05,98.03,807.64
88657589,2023-02-07,50.49,858.13
88657589,2023-02-09,163.99,1022.12
88657589,2023-02-09,11.2,1033.32
88657589,2023-02-10,-129.33,903.99
88657589,2023-02-13,26.71,930.7
88657589,2023-02-14,77.4,1008.1
88676459,2023-01-31,,285.95
88676459,2023-02-01,94.56,380.51
88676459,2023-02-03,-493.5,-112.99000000000001
88676459,2023-02-09,-113.5,-226.49
88676459,2023-02-12,-183.53,-410.02
88676459,2023-02-14,-42.94,-452.96000000000004
88681540,2023-01-31,,531.01
88681540,2023-02-01,122.46,653.47
88681540,2023-02-01,-158.59,494.88
88681540,2023-02-03,-11.36,483.52
88681540,2023-02-08,-96.66,386.86
88681540,2023-02-13,144.82,531.6800000000001
88710457,2023-01-31,,818.28
88710457,2023-02-03,-49.28,769.0
88710457,2023-02-03,-70.8,698.1999999999999
88710457,2023-02-09,156.03,854.23
88710457,2023-02-11,-128.07,726.16
88710457,2023-02-14,-137.37,588.79
88732093,2023-01-31,,57.56
88732093,2023-02-01,81.49,139.05
88732093,2023-02-01,-132.52,6.529999999999973
88732093,2023-02-06,1502.6,1509.1299999999999
88732093,2023-02-06,878.3,2387.43
88732093,2023-02-08,-88.5,2298.93
88732093,2023-02-12,-164.29,2134.64
88824263,2023-01-31,,295.9
88824263,2023-02-01,-28.95,266.95
88824263,2023-02-02,-38.78,228.16999999999996
88824263,2023-02-09,-132.11,96.05999999999995
88824263,2023-02-12,133.13,229.18999999999994
88824263,2023-02-12,31.2,260.38999999999993
88831746,2023-01-31,,565.27
88831746,2023-02-03,128.25,693.52
88831746,2023-02-04,-101.49,592.03
88831746,2023-02-07,64.68,656.71
88831746,2023-02-08,-179.3,477.40999999999997
88831746,2023-02-10,204.71,682.12
88834465,2023-01-31,,18.3
88834465,2023-02-05,-87.06,-68.76
88834465,2023-02-06,26.04,-42.720000000000006
88834465,2023-02-10,-400.1,-442.82000000000005
88837750,2023-01-31,,269.14
88837750,2023-02-03,116.84,385.98
88837750,2023-02-04,111.74,497.71999999999997
88837750,2023-02-05,-61.25,436.46999999999997
88837750,2023-02-06,-127.59,308.88
88837750,2023-02-07,-26.09,282.78999999999996
88837750,2023-02-09,-38.34,244.45
88837750,2023-02-10,187.69,432.14
88837750,2023-02-10,-149.53,282.61
88837750,2023-02-12,76.82,359.42999999999995
88857879,2023-01-31,,601.01
88857879,2023-02-03,-16.43,584.58
88857879,2023-02-08,86.36,670.94
88857879,2023-02-11,181.25,852.19
88857879,2023-02-11,-85.41,766.78
88926132,2023-01-31,,275.1
88926132,2023-02-02,12.65,287.75
88926132,2023-02-04,1618.2,1905.95
88926132,2023-02-04,1031.4,2937.3500000000004
88926132,2023-02-04,-381.6,2555.75
88926132,2023-02-07,-64.68,2491.07
88926132,2023-02-08,113.38,2604.4500000000003
88926132,2023-02-10,-75.67,2528.78
88926132,2023-02-13,152.58,2681.36
88926132,2023-02-13,-116.52,2564.84
88926132,2023-02-13,-2264.3,300.53999999999996
88926132,2023-02-14,175.7,476.23999999999995
88933315,2023-01-31,,289.79
88933315,2023-02-01,115.4,405.19000000000005
88933315,2023-02-01,101.08,506.27000000000004
88933315,2023-02-06,-114.74,391.53000000000003
88933315,2023-02-09,108.34,499.87
88933315,2023-02-09,-82.08,417.79
88933315,2023-02-11,-150.26,267.53000000000003
88933315,2023-02-11,-1828.9,-1561.3700000000001
88933315,2023-02-13,-61.19,-1622.5600000000002
88933315,2023-02-14,87.23,-1535.3300000000002
88933315,2023-02-14,-157.43,-1692.7600000000002
88968006,2023-01-31,,952.66
88968006,2023-02-02,57.04,1009.6999999999999
88968006,2023-02-04,-89.95,919.75
88968006,2023-02-04,-129.7,790.05
88968006,2023-02-08,176.94,966.99
88974311,2023-01-31,,501.47
88974311,2023-02-01,-152.59,348.88
88974311,2023-02-02,-153.2,195.68000000000004
89065134,2023-01-31,,447.32
89065134,2023-02-02,153.04,600.36
89065134,2023-02-02,-93.52,506.84
89065134,2023-02-02,-111.91,394.93
89065134,2023-02-02,-119.89,275.03999999999996
89065134,2023-02-14,-120.46,154.57999999999998
89088715,2023-01-31,,336.6
89088715,2023-02-02,1180.2,1516.8000000000002
89088715,2023-02-03,36.14,1552.94
89088715,2023-02-04,104.24,1657.1799999999998
89088715,2023-02-07,-65.96,1591.22
89088715,2023-02-10,-63.35,1527.87
89088715,2023-02-11,79.06,1606.9299999999998
89088715,2023-02-12,77.54,1684.47
89088715,2023-02-14,117.34,1801.81
89117536,2023-01-31,,123.22
89117536,2023-02-02,150.57,273.78999999999996
89117536,2023-02-02,74.5,348.28999999999996
89117536,2023-02-06,27.56,375.84999999999997
89194917,2023-01-31,,332.56
89194917,2023-02-08,61.4,393.96
89194917,2023-02-10,-99.66,294.3
89194917,2023-02-12,-122.32,171.98000000000002
89194917,2023-02-13,-75.77,96.21000000000002
89223056,2023-01-31,,139.98
89223056,2023-02-08,149.64,289.62
89223056,2023-02-09,-39.08,250.53999999999996
89223056,2023-02-09,-98.06,152.47999999999996
89223056,2023-02-09,-141.4,11.079999999999984
89223056,2023-02-11,48.78,59.859999999999985
89223056,2023-02-14,1660.2,1720.06
89225677,2023-01-31,,660.05
89225677,2023-02-04,-52.76,607.29
89225677,2023-02-05,-80.23,527.06
89225677,2023-02-06,24.38,551.4399999999999
89225677,2023-02-06,-141.06,410.37999999999994
89225677,2023-02-07,1107.6,1517.9799999999998
89225677,2023-02-09,-123.84,1394.1399999999999
89225677,2023-02-11,90.85,1484.9899999999998
89225677,2023-02-12,108.0,1592.9899999999998
89225677,2023-02-12,-104.9,1488.0899999999997
89244577,2023-01-31,,706.67
89244577,2023-02-02,555.5,1262.17
89244577,2023-02-05,134.55,1396.72
89244577,2023-02-06,-50.86,1345.86
89244577,2023-02-06,-117.46,1228.4
89244577,2023-02-08,-96.58,1131.82
89244577,2023-02-09,103.8,1235.62
89244577,2023-02-11,-122.21,1113.41
89244577,2023-02-12,55.85,1169.26
89309725,2023-01-31,,858.68
89309725,2023-02-02,-124.23,734.4499999999999
89309725,2023-02-03,1453.5,2187.95
89309725,2023-02-04,-135.89,2052.06
89309725,2023-02-07,121.91,2173.97
89309725,2023-02-08,63.8,2237.77
89309725,2023-02-09,45.07,2282.8399999999997
89309725,2023-02-12,146.24,2429.08
89318229,2023-01-31,,675.08
89318229,2023-02-02,-72.72,602.36
89318229,2023-02-02,-98.51,503.85
89318229,2023-02-07,209.73,713.58
89318229,2023-02-08,132.6,846.1800000000001
89318229,2023-02-09,46.37,892.5500000000001
89318229,2023-02-14,-85.66,806.8900000000001
89353946,2023-01-31,,809.48
89353946,2023-02-05,142.19,951.6700000000001
89353946,2023-02-07,117.45,1069.1200000000001
89353946,2023-02-07,-1.03,1068.09
89353946,2023-02-08,-94.96,973.13
89353946,2023-02-11,-161.25,811.88
89369216,2023-01-31,,404.56
89369216,2023-02-01,-99.09,305.47
89369216,2023-02-02,57.51,362.98
89369216,2023-02-06,-87.82,275.15999999999997
89369216,2023-02-07,93.19,368.35
89369216,2023-02-07,-141.99,226.35999999999999
89369216,2023-02-08,80.72,307.08
89369216,2023-02-10,100.23,407.31
89369216,2023-02-10,61.16,468.46999999999997
89369216,2023-02-10,-107.56,360.90999999999997
89369216,2023-02-11,1944.9,2305.81
89406032,2023-01-31,,453.31
89406032,2023-02-05,-123.79,329.52
89406032,2023-02-05,-176.37,153.14999999999998
89406032,2023-02-11,-141.71,11.43999999999997
89438779,2023-01-31,,347.92
89438779,2023-02-01,-104.57,243.35000000000002
89438779,2023-02-02,-21.71,221.64000000000001
89438779,2023-02-02,-205.22,16.420000000000016
89438779,2023-02-07,140.14,156.56
89438779,2023-02-07,125.71,282.27
89438779,2023-02-07,-113.6,168.67000000000002
89438779,2023-02-12,198.2,366.87
89438779,2023-02-12,-69.44,297.43
89438779,2023-02-13,1062.5,1359.93
89471153,2023-01-31,,52.29
89471153,2023-02-12,153.64,205.92999999999998
89471153,2023-02-13,81.41,287.34
89471153,2023-02-13,-114.78,172.55999999999997
89471153,2023-02-14,-68.12,104.43999999999997
89497773,2023-01-31,,637.02
89497773,2023-02-02,131.02,768.04
89497773,2023-02-03,-94.57,673.47
89497773,2023-02-04,-100.39,573.08
89497773,2023-02-06,-55.52,517.56
89497773,2023-02-07,141.01,658.5699999999999
89497773,2023-02-07,50.93,709.5
89497773,2023-02-09,123.35,832.85
89497773,2023-02-12,123.38,956.23
89497773,2023-02-14,-172.96,783.27
89503991,2023-01-31,,204.52
89503991,2023-02-02,95.08,299.6
89503991,2023-02-09,72.3,371.9
89503991,2023-02-12,1030.7,1402.6
89608054,2023-01-31,,495.15
89608054,2023-02-04,80.37,575.52
89608054,2023-02-11,92.62,668.14
89608054,2023-02-12,190.17,858.31
89608054,2023-02-12,-86.73,771.5799999999999
89608054,2023-02-14,-116.09,655.49
89629293,2023-01-31,,292.31
89629293,2023-02-11,-124.56,167.75
89629293,2023-02-14,-191.52,-23.77000000000001
89632856,2023-01-31,,557.83
89632856,2023-02-02,-126.16,431.6700000000001
89632856,2023-02-03,-119.95,311.72
89632856,2023-02-06,50.84,362.56000000000006
89632856,2023-02-08,-1908.7,-1546.1399999999999
89645445,2023-01-31,,287.29
89645445,2023-02-03,-112.15,175.14000000000001
89645445,2023-02-09,1726.4,1901.5400000000002
89650416,2023-01-31,,146.17
89650416,2023-02-01,-205.89,-59.72
89650416,2023-02-04,-127.68,-187.4
89650416,2023-02-10,71.44,-115.96000000000001
89650416,2023-02-12,55.39,-60.57000000000001
89650416,2023-02-12,-120.12,-180.69
89689059,2023-01-31,,906.88
89689059,2023-02-02,-173.89,732.99
89689059,2023-02-03,-99.14,633.85
89689059,2023-02-04,-76.44,557.41
89689059,2023-02-06,100.18,657.59
89689059,2023-02-06,-69.68,587.91
89689059,2023-02-09,-1576.6,-988.6899999999999
89689059,2023-02-14,103.89,-884.8
89697097,2023-01-31,,449.71
89697097,2023-02-02,128.36,578.0699999999999
89697097,2023-02-08,-1737.4,-1159.3300000000002
89697097,2023-02-13,44.38,-1114.95
89697097,2023-02-14,100.83,-1014.1200000000001
89720252,2023-01-31,,672.88
89720252,2023-02-03,101.53,774.41
89720252,2023-02-03,91.02,865.43
89720252,2023-02-11,-55.02,810.41
89720252,2023-02-12,192.75,1003.16
89720252,2023-02-13,182.14,1185.3
89720252,2023-02-14,40.13,1225.43
89761152,2023-01-31,,923.01
89761152,2023-02-05,-166.03,756.98
89761152,2023-02-06,-44.43,712.55
89761152,2023-02-09,-1365.7,-653.1500000000001
89761152,2023-02-11,-67.06,-720.21
89761152,2023-02-11,-144.17,-864.3800000000001
89761152,2023-02-12,89.43,-774.95
89761152,2023-02-12,85.04,-689.9100000000001
89761152,2023-02-14,-99.21,-789.1200000000001
89905732,2023-01-31,,883.38
89905732,2023-02-02,-1921.4,-1038.02
89905732,2023-02-05,-128.78,-1166.8
89905732,2023-02-05,-141.29,-1308.09
89905732,2023-02-10,1147.5,-160.58999999999992
89905732,2023-02-14,156.56,-4.029999999999916
89916489,2023-01-31,,726.43
89916489,2023-02-01,-174.0,552.43
89916489,2023-02-03,101.75,654.18
89916489,2023-02-06,-81.53,572.65
89972805,2023-01-31,,456.55
89972805,2023-02-08,35.2,491.75
89983842,2023-01-31,,880.93
89983842,2023-02-03,39.37,920.3
89983842,2023-02-05,-80.89,839.41
89983842,2023-02-07,60.4,899.81
89983842,2023-02-11,145.45,1045.26
89983842,2023-02-11,-129.67,915.5899999999999
90019913,2023-01-31,,430.21
90019913,2023-02-02,-69.49,360.71999999999997
90019913,2023-02-08,-1693.2,-1332.48
90019913,2023-02-09,156.34,-1176.14
90019913,2023-02-10,72.21,-1103.93
90019913,2023-02-12,-622.0,-1725.93
90019913,2023-02-14,66.36,-1659.5700000000002
90044139,2023-01-31,,568.28
90044139,2023-02-04,-72.06,496.21999999999997
90044139,2023-02-05,-94.48,401.73999999999995
90044139,2023-02-13,-138.94,262.79999999999995
90054505,2023-01-31,,586.12
90054505,2023-02-01,-129.54,456.58000000000004
90054505,2023-02-08,88.44,545.02
90054505,2023-02-10,108.6,653.62
90090889,2023-01-31,,836.85
90090889,2023-02-04,-105.37,731.48
90090889,2023-02-05,142.54,874.02
90090889,2023-02-10,-1499.1,-625.0799999999999
90090889,2023-02-12,-190.9,-815.9799999999999
90090889,2023-02-14,-136.43,-952.41
90118682,2023-01-31,,58.16
90118682,2023-02-02,-129.77,-71.61000000000001
90118682,2023-02-03,149.58,77.97
90118682,2023-02-03,69.26,147.23000000000002
90118682,2023-02-05,-62.8,84.43
90118682,2023-02-07,105.38,189.81
90118682,2023-02-08,143.57,333.38
90118682,2023-02-09,-203.24,130.14
90118682,2023-02-10,-123.94,6.199999999999989
90118682,2023-02-13,-4.66,1.5399999999999885
90168031,2023-01-31,,196.48
90168031,2023-02-01,-170.35,26.129999999999995
90168031,2023-02-04,157.26,183.39
90168031,2023-02-09,-74.6,108.78999999999999
90168031,2023-02-09,-156.34,-47.55000000000001
90203948,2023-01-31,,689.49
90203948,2023-02-03,133.06,822.55
90203948,2023-02-03,103.32,925.87
90203948,2023-02-06,110.71,1036.58
90203948,2023-02-08,1608.4,2644.98
90203948,2023-02-11,-116.37,2528.61
90203948,2023-02-13,63.14,2591.75
90233696,2023-01-31,,628.02
90233696,2023-02-01,73.14,701.16
90233696,2023-02-02,-197.62,503.53999999999996
90233696,2023-02-05,138.32,641.8599999999999
90233696,2023-02-08,62.15,704.01
90233696,2023-02-11,-40.3,663.7099999999999
90233696,2023-02-13,-38.7,625.01
90287712,2023-01-31,,316.17
90287712,2023-02-01,105.25,421.42
90287712,2023-02-03,-46.33,375.09000000000003
90287712,2023-02-05,-108.31,266.78000000000003
90287712,2023-02-08,115.99,382.77
90287712,2023-02-10,-65.52,317.25
90287712,2023-02-14,59.8,377.05
90313378,2023-01-31,,743.7
90313378,2023-02-03,622.9,1366.6
90313378,2023-02-03,-99.93,1266.67
90313378,2023-02-06,169.47,1436.14
90313378,2023-02-07,57.59,1493.73
90313378,2023-02-08,24.38,1518.1100000000001
90313378,2023-02-11,-27.58,1490.53
90313378,2023-02-12,-103.79,1386.74
90313378,2023-02-13,74.74,1461.48
90336689,2023-01-31,,847.88
90336689,2023-02-02,169.64,1017.52
90336689,2023-02-03,-120.88,896.64
90336689,2023-02-04,973.3,1869.94
90336689,2023-02-07,-48.04,1821.8999999999999
90336689,2023-02-09,-69.33,1752.57
90336689,2023-02-11,-954.4,798.17
90338454,2023-01-31,,748.63
90338454,2023-02-01,-162.02,586.61
90338454,2023-02-06,57.25,643.86
90338454,2023-02-08,72.15,716.01
90338454,2023-02-10,-105.08,610.93
90349791,2023-01-31,,568.63
90349791,2023-02-06,93.16,661.79
90446254,2023-01-31,,930.0
90446254,2023-02-03,-372.2,557.8
90446254,2023-02-12,-100.81,456.99
90446254,2023-02-13,-92.53,364.46000000000004
90446254,2023-02-14,-50.66,313.8
90480183,2023-01-31,,465.06
90480183,2023-02-03,72.03,537.09
90480183,2023-02-03,-34.72,502.37
90480183,2023-02-05,94.53,596.9
90480183,2023-02-05,-167.77,429.13
90480183,2023-02-06,-140.76,288.37
90480183,2023-02-07,74.75,363.12
90549616,2023-01-31,,37.69
90549616,2023-02-01,-169.68,-131.99
90549616,2023-02-01,-787.2,-919.19
90549616,2023-02-04,27.43,-891.7600000000001
90549616,2023-02-04,-99.93,-991.69
90549616,2023-02-06,-1338.0,-2329.69
90549616,2023-02-07,-165.34,-2495.03
90549616,2023-02-08,34.93,-2460.1
90549616,2023-02-10,69.64,-2390.46
90549616,2023-02-12,-133.13,-2523.59
90549616,2023-02-14,136.43,-2387.16
90589761,2023-01-31,,535.28
90589761,2023-02-02,82.9,618.18
90589761,2023-02-05,108.08,726.26
90589761,2023-02-06,118.48,844.74
90589761,2023-02-11,-166.8,677.9399999999999
90589761,2023-02-12,158.31,836.25
90625637,2023-01-31,,477.46
90625637,2023-02-03,-110.66,366.79999999999995
90625637,2023-02-07,39.59,406.39
90625637,2023-02-10,-90.09,316.29999999999995
90625637,2023-02-11,107.06,423.36
90625637,2023-02-13,60.63,483.99
90625637,2023-02-13,-186.35,297.64
90717656,2023-01-31,,409.99
90717656,2023-02-02,224.91,634.9
90717656,2023-02-04,668.8,1303.6999999999998
90717656,2023-02-09,-39.39,1264.31
90717656,2023-02-12,114.27,1378.58
90717656,2023-02-12,-98.81,1279.77
90745743,2023-01-31,,375.07
90745743,2023-02-01,-142.99,232.07999999999998
90745743,2023-02-02,111.9,343.98
90745743,2023-02-03,-113.54,230.44
90745743,2023-02-06,98.92,329.36
90745743,2023-02-10,104.75,434.11
90745743,2023-02-11,-9.21,424.9
90745743,2023-02-13,49.9,474.79999999999995
90824896,2023-01-31,,484.11
90824896,2023-02-02,92.36,576.47
90824896,2023-02-04,104.15,680.62
90824896,2023-02-06,-74.25,606.37
90824896,2023-02-08,-10.05,596.32
90851200,2023-01-31,,361.43
90851200,2023-02-02,-755.8,-394.36999999999995
90851200,2023-02-06,83.26,-311.10999999999996
90851200,2023-02-07,46.27,-264.8399999999999
90851200,2023-02-10,150.77,-114.06999999999994
90851200,2023-02-10,-81.71,-195.77999999999992
90851200,2023-02-13,98.19,-97.58999999999993
90851200,2023-02-14,-86.1,-183.68999999999994
90871147,2023-01-31,,362.86
90871147,2023-02-08,64.27,427.13
90871147,2023-02-08,-76.59,350.54
90871147,2023-02-09,-484.0,-133.45999999999998
90871147,2023-02-10,58.45,-75.00999999999998
90871147,2023-02-10,-59.42,-134.42999999999998
90894195,2023-01-31,,157.01
90894195,2023-02-02,90.49,247.5
90894195,2023-02-03,40.13,287.63
90894195,2023-02-04,-150.38,137.25
90894195,2023-02-05,-112.34,24.909999999999997
90894195,2023-02-07,45.83,70.74
90932350,2023-01-31,,480.51
90932350,2023-02-02,98.11,578.62
90932350,2023-02-06,189.84,768.46
90932350,2023-02-07,-65.9,702.56
90932350,2023-02-08,-24.76,677.8
90932350,2023-02-08,-837.3,-159.5
90932350,2023-02-09,126.46,-33.040000000000006
90932350,2023-02-09,67.99,34.94999999999999
90932350,2023-02-10,-121.71,-86.76
90951743,2023-01-31,,220.81
90951743,2023-02-02,1559.2,1780.01
90951743,2023-02-02,-64.9,1715.11
90951743,2023-02-03,-83.25,1631.86
90951743,2023-02-04,-1548.2,83.65999999999985
90951743,2023-02-05,74.55,158.20999999999987
90951743,2023-02-08,81.17,239.37999999999985
90951743,2023-02-09,112.31,351.6899999999998
90951743,2023-02-11,26.95,378.6399999999999
90951743,2023-02-11,-96.88,281.7599999999999
90982016,2023-01-31,,776.15
90982016,2023-02-07,-92.8,683.35
90982016,2023-02-09,142.5,825.8499999999999
90982016,2023-02-13,124.37,950.22
90982016,2023-02-14,-97.59,852.63
91020929,2023-01-31,,348.12
91020929,2023-02-01,-107.56,240.56
91020929,2023-02-05,99.91,340.47
91020929,2023-02-05,-111.54,228.93
91020929,2023-02-08,-40.13,188.79999999999998
91020929,2023-02-10,-165.41,23.389999999999986
91020929,2023-02-11,39.39,62.77999999999999
91020929,2023-02-13,102.35,165.13
91020929,2023-02-14,-115.38,49.749999999999986
91062192,2023-01-31,,211.52
91062192,2023-02-02,-170.79,40.73000000000002
91062192,2023-02-03,-130.7,-89.96999999999997
91062192,2023-02-06,981.9,891.9300000000001
91142310,2023-01-31,,363.08
91142310,2023-02-06,162.13,525.21
91142310,2023-02-07,-1225.0,-699.79
91142310,2023-02-14,-666.1,-1365.8899999999999
91184544,2023-01-31,,64.05
91184544,2023-02-02,12.35,76.39999999999999
91184544,2023-02-07,-91.56,-15.16000000000001
91184544,2023-02-08,159.35,144.19
91184544,2023-02-09,71.26,215.45
91184544,2023-02-11,1207.7,1423.15
91184544,2023-02-13,-105.4,1317.75
91246568,2023-01-31,,147.43
91246568,2023-02-02,88.8,236.23000000000002
91246568,2023-02-02,-111.58,124.65
91246568,2023-02-02,-189.79,-65.13999999999999
91246568,2023-02-06,86.91,21.77000000000001
91246568,2023-02-06,-88.91,-67.13999999999999
91246568,2023-02-06,-120.78,-187.92
91246568,2023-02-09,94.78,-93.13999999999999
91246568,2023-02-13,55.07,-38.069999999999986
91246568,2023-02-14,79.76,41.69000000000002
91251995,2023-01-31,,244.0
91251995,2023-02-05,-135.59,108.41
91251995,2023-02-07,-181.11,-72.70000000000002
91251995,2023-02-12,92.56,19.859999999999985
91259453,2023-01-31,,816.68
91259453,2023-02-02,224.1,1040.78
91259453,2023-02-11,6.19,1046.97
91259453,2023-02-12,1801.4,2848.37
91259453,2023-02-13,-52.26,2796.11
91305080,2023-01-31,,123.21
91305080,2023-02-01,105.63,228.83999999999997
91305080,2023-02-07,-66.78,162.06
91305080,2023-02-11,-29.76,132.29999999999998
91305080,2023-02-11,-125.91,6.389999999999986
91305080,2023-02-14,1288.0,1294.3899999999999
91305080,2023-02-14,111.08,1405.4699999999998
91349198,2023-01-31,,669.58
91349198,2023-02-06,-1.46,668.12
91349198,2023-02-09,-54.69,613.4300000000001
91349198,2023-02-10,123.66,737.09
91349198,2023-02-11,-101.75,635.34
91349198,2023-02-12,-1149.0,-513.66
91373446,2023-01-31,,561.42
91373446,2023-02-01,-87.59,473.8299999999999
91373446,2023-02-03,-126.64,347.18999999999994
91373446,2023-02-05,55.81,402.99999999999994
91373446,2023-02-05,-112.73,290.27
91373446,2023-02-06,-137.1,153.16999999999996
91373446,2023-02-09,165.46,318.63
91373446,2023-02-09,-64.96,253.66999999999996
91373446,2023-02-11,-510.2,-256.53000000000003
91373446,2023-02-14,64.61,-191.92000000000002
91382872,2023-01-31,,782.62
91382872,2023-02-10,96.17,878.79
91382872,2023-02-12,-96.6,782.19
91423814,2023-01-31,,957.99
91423814,2023-02-06,-59.52,898.47
91423814,2023-02-06,-113.54,784.9300000000001
91445572,2023-01-31,,405.88
91445572,2023-02-02,58.4,464.28
91445572,2023-02-03,156.41,620.69
91576212,2023-01-31,,824.71
91576212,2023-02-02,-120.45,704.26
91576212,2023-02-03,-117.46,586.8000000000001
91576212,2023-02-05,53.81,640.61
91576212,2023-02-08,1254.7,1895.31
91576212,2023-02-08,-85.9,1809.41
91576212,2023-02-09,-1301.5,507.9100000000001
91576212,2023-02-12,989.2,1497.1100000000001
91605034,2023-01-31,,560.96
91605034,2023-02-02,162.1,723.0600000000001
91605034,2023-02-09,91.82,814.88
91605034,2023-02-12,-1030.7,-215.82000000000005
91621026,2023-01-31,,834.74
91621026,2023-02-06,96.79,931.53
91621026,2023-02-10,-739.5,192.02999999999997
91621026,2023-02-12,145.55,337.58
91621026,2023-02-12,142.86,480.44
91621026,2023-02-12,129.73,610.17
91621026,2023-02-12,65.91,676.0799999999999
91658755,2023-01-31,,347.59
91658755,2023-02-01,126.06,473.65
91658755,2023-02-03,59.28,532.93
91658755,2023-02-03,-1016.9,-483.97
91658755,2023-02-08,-69.56,-553.53
91658755,2023-02-08,-189.28,-742.8100000000001
91658755,2023-02-10,882.0,139.18999999999994
91658755,2023-02-11,-112.56,26.62999999999994
91658755,2023-02-14,166.87,193.49999999999994
91703213,2023-01-31,,891.67
91703213,2023-02-01,54.25,945.92
91703213,2023-02-06,43.89,989.81
91703213,2023-02-07,104.21,1094.02
91703213,2023-02-08,-62.19,1031.83
91703213,2023-02-09,-201.62,830.2099999999999
91703213,2023-02-09,-780.7,49.50999999999988
91703213,2023-02-10,132.35,181.85999999999987
91747441,2023-01-31,,356.85
91747441,2023-02-03,87.05,443.90000000000003
91747441,2023-02-05,202.11,646.01
91747441,2023-02-05,-103.17,542.84
91747441,2023-02-09,76.74,619.58
91747441,2023-02-11,108.78,728.36
91747441,2023-02-11,-129.66,598.7
91747441,2023-02-13,-151.93,446.77000000000004
91819341,2023-01-31,,701.61
91819341,2023-02-02,-99.58,602.03
91819341,2023-02-07,-44.98,557.0500000000001
91819341,2023-02-07,-90.26,466.79
91819341,2023-02-09,115.89,582.6800000000001
91819341,2023-02-09,-103.88,478.8
91819341,2023-02-10,-170.55,308.25
91829198,2023-01-31,,103.19
91829198,2023-02-09,-1156.9,-1053.71
91829198,2023-02-10,1585.0,531.29
91829198,2023-02-12,90.34,621.63
91829198,2023-02-13,-138.85,482.78
91834926,2023-01-31,,793.19
91834926,2023-02-03,53.42,846.61
91834926,2023-02-04,-8.63,837.98
91834926,2023-02-09,-121.5,716.48
91834926,2023-02-11,-143.86,572.6200000000001
91834926,2023-02-12,75.44,648.0600000000001
91834926,2023-02-14,89.16,737.22
91859090,2023-01-31,,10.38
91859090,2023-02-02,231.9,242.28
91859090,2023-02-04,97.84,340.12
91859090,2023-02-06,114.75,454.87
91859090,2023-02-08,206.07,660.94
91859090,2023-02-09,160.06,821.0
91859090,2023-02-14,52.73,873.73
91885907,2023-01-31,,652.65
91885907,2023-02-03,610.8,1263.4499999999998
91885907,2023-02-05,107.87,1371.32
91885907,2023-02-05,-125.05,1246.27
91885907,2023-02-06,-70.1,1176.1699999999998
