,id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price,Month,Purchase Price Category,Market Cap Category,Rank
6400,401,Thaddeus,Kenwright,EMCI,Finance,NASDAQ,EMC Insurance Group Inc.,588240000.0,49732.2,5,Medium,Medium,1
6800,801,Alwyn,Celli,FMCI,Finance,NASDAQ,Forum Merger Corporation,217090000.0,49649.44,5,Medium,Medium,2
6420,421,Carolyne,Peller,TLGT,Health Care,NASDAQ,"Teligent, Inc.",459340000.0,49375.42,5,Medium,Medium,3
6756,757,Lucie,Vogel,PGTI,Capital Goods,NYSE,"PGT Innovations, Inc.",610360000.0,49373.11,5,Medium,Medium,4
6293,294,Loralie,Lampens,RVSB,Finance,NASDAQ,Riverview Bancorp Inc,148350000.0,49298.53,5,Medium,Medium,5
7594,595,Wayne,Burnsall,FARM,Consumer Non-Durables,NASDAQ,Farmer Brothers Company,517130000.0,49220.67,6,Medium,Medium,1
7423,424,Mayer,Briat,NM,Transportation,NYSE,Navios Maritime Holdings Inc.,133530000.0,48957.8,6,Medium,Medium,2
7341,342,Port,Ahlf,ITIC,Finance,NASDAQ,Investors Title Company,365710000.0,48805.1,6,Medium,Medium,3
7129,130,Rafa,Worsom,AMRK,Basic Industries,NASDAQ,"A-Mark Precious Metals, Inc.",112500000.0,48678.25,6,Medium,Medium,4
7020,21,Piotr,Melmar,VCRA,Consumer Durables,NYSE,"Vocera Communications, Inc.",763420000.0,48182.78,6,Medium,Medium,5
8340,341,Balduin,Harrhy,CDXC,Consumer Durables,NASDAQ,ChromaDex Corporation,153950000.0,49959.02,7,Medium,Medium,1
8516,517,Shelly,Astling,AMRC,Basic Industries,NYSE,"Ameresco, Inc.",308890000.0,49549.41,7,Medium,Medium,2
8236,237,Fran,Skittles,MCA,,NYSE,"Blackrock MuniYield California Insured Fund, Inc.",517809999.99999994,49401.76,7,Medium,Medium,3
8836,837,Nellie,Whitelock,JHG,Finance,NYSE,Janus Henderson Group plc,367060000.0,49000.83,7,Medium,Medium,4
8426,427,Briana,Madgin,SP,Consumer Services,NASDAQ,SP Plus Corporation,676910000.0,48915.8,7,Medium,Medium,5
9073,74,Alphard,Chartman,KBWR,,NASDAQ,PowerShares KBW Regional Banking Portfolio,164430000.0,49979.91,8,Medium,Medium,1
9494,495,Tucky,Petto,LMIA,Capital Goods,NASDAQ,"LMI Aerospace, Inc.",191030000.0,49902.73,8,Medium,Medium,2
9038,39,Tabbi,Midden,GPM,,NYSE,Guggenheim Enhanced Equity Income Fund,392460000.0,49627.77,8,Medium,Medium,3
9466,467,Georgeanna,Dadson,FPRX,Health Care,NASDAQ,"Five Prime Therapeutics, Inc.",809460000.0,49494.77,8,Medium,Medium,4
9227,228,Adina,Tiffin,FGB,,NYSE,First Trust Specialty Finance and Financial Opportunities Fund,103460000.0,48542.48,8,Medium,Medium,5
10319,320,Paten,Flag,FMCI,Finance,NASDAQ,Forum Merger Corporation,217090000.0,49603.22,9,Medium,Medium,1
10307,308,Stella,Andreev,FOMX,Consumer Durables,NASDAQ,Foamix Pharmaceuticals Ltd.,164160000.0,48955.83,9,Medium,Medium,2
10953,954,Boris,Docharty,DLTH,Consumer Services,NASDAQ,Duluth Holdings Inc.,558540000.0,48944.21,9,Medium,Medium,3
10400,401,Gay,Scotchmore,FTSM,,NASDAQ,First Trust Enhanced Short Maturity ETF,966470000.0,48815.24,9,Medium,Medium,4
10587,588,Hansiain,Craggs,TSBK,Finance,NASDAQ,"Timberland Bancorp, Inc.",177780000.0,48621.11,9,Medium,Medium,5
529,530,Bale,Furby,ITCI,Health Care,NASDAQ,Intra-Cellular Therapies Inc.,471110000.0,49809.34,10,Medium,Medium,1
928,929,Luciano,Birrane,TRNC,Consumer Services,NASDAQ,"tronc, Inc.",422690000.0,49502.6,10,Medium,Medium,2
664,665,Hope,Lippett,FISI,Finance,NASDAQ,"Financial Institutions, Inc.",443540000.0,49483.65,10,Medium,Medium,3
124,125,Sharona,Frentz,WNEB,Finance,NASDAQ,"Western New England Bancorp, Inc.",332530000.0,49422.93,10,Medium,Medium,4
803,804,Cathi,Ianittello,ESCA,Consumer Non-Durables,NASDAQ,"Escalade, Incorporated",182920000.0,49304.34,10,Medium,Medium,5
1213,214,Leigh,Razzell,IDRA,Health Care,NASDAQ,"Idera Pharmaceuticals, Inc.",237150000.0,49278.33,11,Medium,Medium,1
1848,849,Ciel,Puzey,PLOW,Capital Goods,NYSE,"Douglas Dynamics, Inc.",689020000.0,48873.06,11,Medium,Medium,2
1796,797,Bell,Thumnel,ALJJ,Miscellaneous,NASDAQ,"ALJ Regional Holdings, Inc.",113530000.0,48353.48,11,Medium,Medium,3
1208,209,Goddart,Canner,ICFI,Consumer Services,NASDAQ,"ICF International, Inc.",882650000.0,48226.04,11,Medium,Medium,4
1579,580,Ninette,Finnemore,RUTH,Consumer Services,NASDAQ,"Ruth's Hospitality Group, Inc.",708870000.0,48069.14,11,Medium,Medium,5
2827,828,Ofella,Biers,IEUS,,NASDAQ,iShares MSCI Europe Small-Cap ETF,126720000.0,49564.15,12,Medium,Medium,1
2530,531,Grant,O'Hickey,FVC,,NASDAQ,First Trust Dorsey Wright Dynamic Focus 5 ETF,318660000.0,49366.63,12,Medium,Medium,2
2981,982,Jerrie,Debling,TTI,Energy,NYSE,"Tetra Technologies, Inc.",364090000.0,48925.34,12,Medium,Medium,3
2342,343,Brocky,Couldwell,SA,Basic Industries,NYSE,"Seabridge Gold, Inc.",559330000.0,48821.28,12,Medium,Medium,4
2767,768,Gail,Arntzen,PTSI,Transportation,NASDAQ,"P.A.M. Transportation Services, Inc.",129340000.0,48733.1,12,Medium,Medium,5
11257,258,Sabra,Windrus,KCAP,,NASDAQ,"KCAP Financial, Inc.",128800000.00000001,99956.14,1,Very Large,Medium,1
11954,955,Cortney,Sorro,CCN,Finance,NASDAQ,CardConnect Corp.,472080000.0,99811.53,1,Very Large,Medium,2
11279,280,Thalia,Crowson,FEM,,NASDAQ,First Trust Emerging Markets AlphaDEX Fund,274060000.0,98925.1,1,Very Large,Medium,3
11734,735,Thorndike,Marchi,LLEX,Energy,NASDAQ,"Lilis Energy, Inc.",267730000.00000003,98911.08,1,Very Large,Medium,4
11296,297,Philippa,Layton,CAMT,Capital Goods,NASDAQ,Camtek Ltd.,197240000.0,98851.52,1,Very Large,Medium,5
3053,54,Care,Hamilton,MPB,Finance,NASDAQ,Mid Penn Bancorp,114750000.0,99994.68,2,Very Large,Medium,1
3214,215,Sibylla,Wilgar,THQ,,NYSE,Tekla Healthcare Opportunies Fund,772410000.0,99728.24,2,Very Large,Medium,2
3939,940,Demetris,Burnsides,ASMB,Health Care,NASDAQ,"Assembly Biosciences, Inc.",377450000.0,99224.2,2,Very Large,Medium,3
3689,690,Hilton,Echalier,RARX,Health Care,NASDAQ,"Ra Pharmaceuticals, Inc.",480690000.0,99180.45,2,Very Large,Medium,4
3729,730,Arny,Wychard,NERV,Health Care,NASDAQ,"Minerva Neurosciences, Inc",356040000.0,98203.42,2,Very Large,Medium,5
4739,740,Babbette,Cusack,DLNG,Consumer Services,NYSE,Dynagas LNG Partners LP,517440000.00000006,99739.7,3,Very Large,Medium,1
4293,294,Estel,Lohmeyer,BPT,Energy,NYSE,BP Prudhoe Bay Royalty Trust,445120000.0,99716.89,3,Very Large,Medium,2
4446,447,Michaella,Kennerknecht,EACQ,Capital Goods,NASDAQ,Easterly Acquisition Corp.,251250000.0,99678.28,3,Very Large,Medium,3
4662,663,Mirabella,Liversley,EPZM,Health Care,NASDAQ,"Epizyme, Inc.",796590000.0,99543.14,3,Very Large,Medium,4
4619,620,Nicko,Edmands,IFN,,NYSE,"India Fund, Inc. (The)",774330000.0,99498.54,3,Very Large,Medium,5
5237,238,Orella,Dockreay,RRD,Miscellaneous,NASDAQ,R.R. Donnelley & Sons Company,864500000.0,99982.79,4,Very Large,Medium,1
5824,825,Roberta,Caunter,SBRAP,Consumer Services,NASDAQ,"Sabra Healthcare REIT, Inc.",146630000.0,99611.62,4,Very Large,Medium,2
5068,69,Abigale,Lindermann,USDP,Transportation,NYSE,USD Partners LP,300480000.0,99437.08,4,Very Large,Medium,3
5058,59,Konstance,O' Loughran,FRP,Public Utilities,NASDAQ,"FairPoint Communications, Inc.",423980000.0,99164.81,4,Very Large,Medium,4
5427,428,Deena,Harbert,ACBI,Finance,NASDAQ,"Atlantic Capital Bancshares, Inc.",482160000.0,98972.02,4,Very Large,Medium,5
6358,359,Elbert,Youngman,DGICB,Finance,NASDAQ,"Donegal Group, Inc.",395710000.0,99801.39,5,Very Large,Medium,1
6576,577,Hortensia,Heart,ACET,Health Care,NASDAQ,Aceto Corporation,437060000.0,99113.45,5,Very Large,Medium,2
6228,229,Reinaldo,Strowlger,MYI,,NYSE,"Blackrock MuniYield Quality Fund III, Inc.",975820000.0,98236.89,5,Very Large,Medium,3
6294,295,Skippie,Sanchis,LNN,Capital Goods,NYSE,Lindsay Corporation,914460000.0,98208.86,5,Very Large,Medium,4
6870,871,Kennie,Mallord,TSI,,NYSE,"TCW Strategic Income Fund, Inc.",271820000.0,98154.0,5,Very Large,Medium,5
7526,527,Blondell,Stable,ELEC,Finance,NASDAQ,Electrum Special Acquisition Corporation,252500000.0,98733.53,6,Very Large,Medium,1
7570,571,Kameko,Greenway,HTD,,NYSE,John Hancock Tax Advantaged Dividend Income Fund,901610000.0,98596.3,6,Very Large,Medium,2
7858,859,Max,Kasper,SGMO,Health Care,NASDAQ,"Sangamo Therapeutics, Inc.",535950000.00000006,98510.78,6,Very Large,Medium,3
7237,238,Glynn,Hawken,ACFC,Finance,NASDAQ,Atlantic Coast Financial Corporation,119140000.0,98337.86,6,Very Large,Medium,4
7048,49,Cahra,Keatley,FBIO,Health Care,NASDAQ,"Fortress Biotech, Inc.",222970000.0,97961.94,6,Very Large,Medium,5
8465,466,Coralyn,Bartoshevich,GNMA,,NASDAQ,iShares GNMA Bond ETF,174890000.0,99605.26,7,Very Large,Medium,1
8905,906,Lizette,Poppleton,LDR,Capital Goods,NYSE,"Landauer, Inc.",513320000.00000006,99523.5,7,Very Large,Medium,2
8214,215,Matthus,Rathmell,PER,Energy,NYSE,SandRidge Permian Trust,150940000.0,99134.55,7,Very Large,Medium,3
8823,824,Joshia,Adams,HK,Energy,NYSE,Halcon Resources Corporation,660530000.0,99073.46,7,Very Large,Medium,4
8552,553,Melina,Sydall,CCXI,Health Care,NASDAQ,"ChemoCentryx, Inc.",351670000.0,98401.54,7,Very Large,Medium,5
9395,396,Anderea,Caramuscia,KEM,Capital Goods,NYSE,Kemet Corporation,651310000.0,99911.79,8,Very Large,Medium,1
9852,853,Goldina,Thunderchief,VCRA,Consumer Durables,NYSE,"Vocera Communications, Inc.",763420000.0,99808.72,8,Very Large,Medium,2
9112,113,Fin,Jollie,ARDC,,NYSE,"Ares Dynamic Credit Allocation Fund, Inc.",378210000.0,99728.76,8,Very Large,Medium,3
9811,812,Conroy,Bramley,CCM,Health Care,NYSE,Concord Medical Services Holdings Limited,153070000.0,99535.36,8,Very Large,Medium,4
9665,666,Vicki,Thripp,BGX,,NYSE,Blackstone GSO Long Short Credit Income Fund,207430000.0,98834.66,8,Very Large,Medium,5
10836,837,Tessy,Whifen,JHD,,NYSE,Nuveen High Income December 2019 Target Term Fund,277100000.0,99770.29,9,Very Large,Medium,1
10680,681,Brewster,Fawcitt,KIO,,NYSE,KKR Income Opportunities Fund,271700000.0,98969.32,9,Very Large,Medium,2
10412,413,Gusella,Ashurst,MPO,Energy,NYSE,"MIDSTATES PETROLEUM COMPANY, INC.",364190000.0,97778.79,9,Very Large,Medium,3
10621,622,Diane-marie,Seamon,NBB,,NYSE,Nuveen Build America Bond Fund,555700000.0,96635.42,9,Very Large,Medium,4
10984,985,Amos,Meek,FOF,,NYSE,"Cohen & Steers Closed-End Opportunity Fund, Inc.",351000000.0,96261.32,9,Very Large,Medium,5
201,202,Bette-ann,Harmar,STON,Consumer Services,NYSE,StoneMor Partners L.P.,345320000.0,99845.03,10,Very Large,Medium,1
275,276,Mickey,Voelker,MERC,Basic Industries,NASDAQ,Mercer International Inc.,769940000.0,99152.32,10,Very Large,Medium,2
954,955,Stace,McKerton,IMOS,Technology,NASDAQ,ChipMOS TECHNOLOGIES INC.,899860000.0,98999.48,10,Very Large,Medium,3
399,400,Mallorie,Bettington,MUI,,NYSE,Blackrock Muni Intermediate Duration Fund Inc,539980000.0,98860.88,10,Very Large,Medium,4
217,218,Maxim,Counsell,BRSS,Capital Goods,NYSE,"Global Brass and Copper Holdings, Inc.",675150000.0,98376.42,10,Very Large,Medium,5
1662,663,Channa,Kimbell,JCE,,NYSE,Nuveen Core Equity Alpha Fund,234720000.0,99835.42,11,Very Large,Medium,1
1334,335,Colman,Lewens,SNDX,Health Care,NASDAQ,"Syndax Pharmaceuticals, Inc.",204470000.0,99626.29,11,Very Large,Medium,2
1477,478,Dani,Neem,KANG,Health Care,NASDAQ,"iKang Healthcare Group, Inc.",980680000.0,99531.82,11,Very Large,Medium,3
1006,7,Debora,Jehaes,PGTI,Capital Goods,NASDAQ,"PGT Innovations, Inc.",610360000.0,99504.15,11,Very Large,Medium,4
1641,642,Krispin,Kareman,CHSCN,Consumer Services,NASDAQ,CHS Inc,497620000.0,99252.74,11,Very Large,Medium,5
2797,798,Tiff,Cruickshanks,CTT           ,Consumer Services,NYSE,"CatchMark Timber Trust, Inc.",452920000.0,99520.02,12,Very Large,Medium,1
2652,653,Pren,Sillis,NEWT,,NASDAQ,Newtek Business Services Corp.,283590000.0,99497.72,12,Very Large,Medium,2
2534,535,Morgana,Cheale,KFRC,Technology,NASDAQ,"Kforce, Inc.",498130000.0,99243.8,12,Very Large,Medium,3
2394,395,Stormy,McCuaig,DEA,Consumer Services,NYSE,"Easterly Government Properties, Inc.",779290000.0,99234.0,12,Very Large,Medium,4
2046,47,Faustina,Wear,PTGX,Health Care,NASDAQ,"Protagonist Therapeutics, Inc.",177840000.0,98986.78,12,Very Large,Medium,5
11422,423,Frederic,Marcome,BLH,,NYSE,Blackrock New York Municipal 2018 Term Trust,53990000.0,74802.5,1,Large,Small,1
11632,633,Dalton,Avesque,AETI,Energy,NASDAQ,"American Electric Technologies, Inc.",12310000.0,74611.89,1,Large,Small,2
11119,120,Nealson,Hosburn,VSTM,Health Care,NASDAQ,"Verastem, Inc.",74720000.0,74416.07,1,Large,Small,3
11868,869,Annnora,Holliar,RPRX,Health Care,NASDAQ,Repros Therapeutics Inc.,9140000.0,74395.33,1,Large,Small,4
11609,610,Kellia,Starking,OPHT,Health Care,NASDAQ,Ophthotech Corporation,93930000.0,74136.15,1,Large,Small,5
3823,824,Janaya,Mothersdale,GRID,,NASDAQ,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,21910000.0,74505.88,2,Large,Small,1
3693,694,Ursola,Agget,GLBR,Finance,NASDAQ,"Global Brokerage, Inc.",12290000.0,74197.99,2,Large,Small,2
3229,230,Noak,Newband,AXAR,Finance,NASDAQ,Axar Acquisition Corp.,83790000.0,74010.12,2,Large,Small,3
3896,897,Bealle,Coare,ASFI,Finance,NASDAQ,"Asta Funding, Inc.",56440000.0,72561.29,2,Large,Small,4
3626,627,Richmond,Leetham,IFEU,,NASDAQ,iShares FTSE EPRA/NAREIT Europe Index Fund,42370000.0,72093.02,2,Large,Small,5
4838,839,Deni,Picopp,VRIG,,NASDAQ,PowerShares Variable Rate Investment Grade Portfolio,69290000.0,74913.42,3,Large,Small,1
4527,528,Gabby,Goldston,ELTK,Technology,NASDAQ,Eltek Ltd.,6800000.0,74326.92,3,Large,Small,2
4549,550,Horacio,Christall,CREG,Miscellaneous,NASDAQ,China Recycling Energy Corporation,11630000.0,72425.08,3,Large,Small,3
4705,706,Pansie,Kloska,ZBIO,,NASDAQ,ProShares UltraPro Short NASDAQ Biotechnology,6580000.0,70276.45,3,Large,Small,4
4472,473,Antonino,Laxen,SNAK,Consumer Non-Durables,NASDAQ,"Inventure Foods, Inc.",83670000.0,69625.7,3,Large,Small,5
5056,57,Ransom,Masters,KONE,Technology,NASDAQ,Kingtone Wirelessinfo Solution Holding Ltd,5160000.0,74999.62,4,Large,Small,1
5070,71,Monti,Drew,PMPT,,NASDAQ,iSectors Post-MPT Growth ETF,11340000.0,74887.3,4,Large,Small,2
5521,522,Niall,Sharpling,PQ,Energy,NYSE,Petroquest Energy Inc,46900000.0,73694.08,4,Large,Small,3
5995,996,Cletus,Joseff,TLF,Consumer Non-Durables,NASDAQ,"Tandy Leather Factory, Inc.",76520000.0,72741.97,4,Large,Small,4
5080,81,Edithe,Fortye,PFBX,Finance,NASDAQ,Peoples Financial Corporation,66090000.0,72675.37,4,Large,Small,5
6012,13,Ellyn,Worner,IPDN,Technology,NASDAQ,"Professional Diversity Network, Inc.",31400000.0,74320.88,5,Large,Small,1
6453,454,Meggi,De Rye Barrett,AKTX,Health Care,NASDAQ,Akari Therapeutics Plc,56290000.0,74144.16,5,Large,Small,2
6922,923,Levey,Mortimer,FPT,,NYSE,Federated Premier Intermediate Municipal Income Fund,94960000.0,73712.1,5,Large,Small,3
6802,803,Becka,Wickmann,AGTC,Health Care,NASDAQ,Applied Genetic Technologies Corporation,91320000.0,72955.03,5,Large,Small,4
6333,334,Alicea,Marns,DWAQ,,NASDAQ,PowerShares DWA NASDAQ Momentum Portfolio,35540000.0,72826.15,5,Large,Small,5
7186,187,Nora,de Guise,MOSY,Technology,NASDAQ,"MoSys, Inc.",14150000.0,74191.57,6,Large,Small,1
7798,799,Gregorius,Solly,HBK,Finance,NASDAQ,"Hamilton Bancorp, Inc.",49800000.0,73200.09,6,Large,Small,2
7556,557,Carleen,Scardefield,ORIG,Energy,NASDAQ,Ocean Rig UDW Inc.,13200000.0,72480.61,6,Large,Small,3
7484,485,Nevins,McNair,EYES,,NASDAQ,"Second Sight Medical Products, Inc.",62000000.0,71766.77,6,Large,Small,4
7414,415,Loria,Vaggers,DXTR,Health Care,NASDAQ,Dextera Surgical Inc.,2970000.0,71473.97,6,Large,Small,5
8953,954,Shalna,End,SITO,Miscellaneous,NASDAQ,"SITO Mobile, Ltd.",71560000.0,74604.41,7,Large,Small,1
8643,644,Wayne,Lawerence,ESG,,NASDAQ,FlexShares STOXX US ESG Impact Index Fund,8610000.0,73317.95,7,Large,Small,2
8638,639,Vina,Dossetter,MSBF,Finance,NASDAQ,MSB Financial Corp.,99400000.0,69252.63,7,Large,Small,3
8873,874,Franklin,Shoosmith,PPSI,Consumer Durables,NASDAQ,"Pioneer Power Solutions, Inc.",56680000.0,67168.2,7,Large,Small,4
8187,188,Marietta,Bather,RELL,Consumer Non-Durables,NASDAQ,"Richardson Electronics, Ltd.",75940000.0,67167.98,7,Large,Small,5
9318,319,Drake,Baccas,TIL,Finance,NASDAQ,Till Capital Ltd.,13150000.0,74684.52,8,Large,Small,1
9263,264,Mathian,O'Lenane,AKER,Health Care,NASDAQ,Akers Biosciences Inc,11120000.0,74400.39,8,Large,Small,2
9012,13,Penrod,Gorini,SGRP,Miscellaneous,NASDAQ,"SPAR Group, Inc.",21070000.0,72386.78,8,Large,Small,3
9061,62,Brigit,Piggford,ESGE,,NASDAQ,iShares MSCI EM ESG Optimized ETF,54380000.0,72167.02,8,Large,Small,4
9210,211,Britt,Burbudge,SLNO,Health Care,NASDAQ,"Soleno Therapeutics, Inc.",27600000.0,71520.66,8,Large,Small,5
10944,945,Sibelle,Kubach,SSFN,Finance,NASDAQ,Stewardship Financial Corp,83390000.0,74424.7,9,Large,Small,1
10297,298,Bernelle,Brabant,AEY,Consumer Services,NASDAQ,"ADDvantage Technologies Group, Inc.",16610000.0,73252.86,9,Large,Small,2
10964,965,Lion,Dorey,PQ,Energy,NYSE,Petroquest Energy Inc,46900000.0,73110.06,9,Large,Small,3
10074,75,Jared,Boam,DWCH,Technology,NASDAQ,Datawatch Corporation,96200000.0,72721.3,9,Large,Small,4
10622,623,Corette,Willsmore,OPHC,Finance,NASDAQ,"OptimumBank Holdings, Inc.",2910000.0,72535.21,9,Large,Small,5
641,642,Wayland,Leggott,OASM,Health Care,NASDAQ,Oasmia Pharmaceutical AB,38240000.0,72922.81,10,Large,Small,1
232,233,Corri,Conniam,ALOT,Technology,NASDAQ,"AstroNova, Inc.",90180000.0,72689.82,10,Large,Small,2
919,920,Jerrie,Laurisch,PEZ,,NASDAQ,PowerShares DWA Consumer Cyclicals Momentum Portfolio,58530000.0,72378.59,10,Large,Small,3
857,858,Carolee,Randerson,PLXP,Health Care,NASDAQ,PLx Pharma Inc.,1040000.0,69627.59,10,Large,Small,4
378,379,Tonia,Molesworth,PFBX,Finance,NASDAQ,Peoples Financial Corporation,66090000.0,69169.2,10,Large,Small,5
1420,421,Marge,Hamper,AGND,,NASDAQ,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,12990000.0,74862.48,11,Large,Small,1
1790,791,Evvie,Nayer,UBOH,Finance,NASDAQ,"United Bancshares, Inc.",69910000.0,74385.3,11,Large,Small,2
1297,298,Blondy,Duggon,FMY,,NYSE,First Trust,59410000.0,73973.29,11,Large,Small,3
1724,725,Merry,Sawford,TNDM,Health Care,NASDAQ,"Tandem Diabetes Care, Inc.",44420000.0,72231.68,11,Large,Small,4
1965,966,Carlie,Cardow,PXS,Transportation,NASDAQ,Pyxis Tankers Inc.,26870000.0,71717.35,11,Large,Small,5
2168,169,Granger,Driscoll,CUBA,,NASDAQ,"The Herzfeld Caribbean Basin Fund, Inc.",43730000.0,73570.8,12,Large,Small,1
2219,220,Rosita,Skittreal,NXN,,NYSE,Nuveen Insured New York Select Tax-Free Income Portfolio,54360000.0,71672.12,12,Large,Small,2
2817,818,Friederike,Roskelly,AVNW,Technology,NASDAQ,"Aviat Networks, Inc.",93710000.0,70596.71,12,Large,Small,3
2182,183,Dionisio,Urquhart,PRKR,Technology,NASDAQ,"ParkerVision, Inc.",41590000.0,70305.45,12,Large,Small,4
2375,376,Porter,Tribble,MZF,,NYSE,Managed Duration Investment Grade Municipal Fund,94050000.0,69346.35,12,Large,Small,5
11137,138,Luciano,Girauld,PANL,Transportation,NASDAQ,Pangaea Logistics Solutions Ltd.,99120000.0,24071.47,1,Low,Small,1
11503,504,Jodie,Vaudre,SCON,Technology,NASDAQ,Superconductor Technologies Inc.,17480000.0,23763.24,1,Low,Small,2
11306,307,Clement,Pedrol,PAGG,,NASDAQ,PowerShares Global Agriculture Portfolio,22370000.0,23587.5,1,Low,Small,3
11021,22,Davin,Rusling,LINK,Technology,NASDAQ,"Interlink Electronics, Inc.",60660000.0,23502.42,1,Low,Small,4
11656,657,Wolfy,Paulusch,ONCS,Health Care,NASDAQ,OncoSec Medical Incorporated,21800000.0,23002.82,1,Low,Small,5
3763,764,Mordecai,Eller,PAVM,Health Care,NASDAQ,PAVmed Inc.,63590000.0,24699.2,2,Low,Small,1
3256,257,Augustus,Keetley,LKOR,,NASDAQ,FlexShares Credit-Scored US Long Corporate Bond Index Fund,13340000.0,24667.34,2,Low,Small,2
3841,842,Cyndie,Chessman,HYND,,NASDAQ,WisdomTree Negative Duration High Yield Bond Fund,16530000.000000002,23121.43,2,Low,Small,3
3456,457,Delainey,Enright,SYMX,Basic Industries,NASDAQ,"Synthesis Energy Systems, Inc.",61120000.0,22782.41,2,Low,Small,4
3987,988,Byrle,Kloser,ANDA,Finance,NASDAQ,Andina Acquisition Corp. II,53580000.0,22721.93,2,Low,Small,5
4381,382,Patsy,Millery,PYZ,,NASDAQ,PowerShares DWA Basic Materials Momentum Portfolio,95770000.0,23847.38,3,Low,Small,1
4170,171,Sheppard,Eighteen,DWLV,,NASDAQ,PowerShares DWA Momentum & Low Volatility Rotation Portfolio,4200000.0,22170.33,3,Low,Small,2
4762,763,Thebault,Hayton,JAGX,Health Care,NASDAQ,"Jaguar Animal Health, Inc.",8660000.0,22028.9,3,Low,Small,3
4682,683,Adriaens,Lorrimer,GEVO,Basic Industries,NASDAQ,"Gevo, Inc.",9390000.0,21315.4,3,Low,Small,4
4795,796,Rustin,Crichmer,MARPS,Energy,NASDAQ,Marine Petroleum Trust,6920000.0,20604.55,3,Low,Small,5
5082,83,Tannie,Kauscher,ALQA,Health Care,NASDAQ,"Alliqua BioMedical, Inc.",17010000.0,23084.18,4,Low,Small,1
5322,323,Micki,Rodnight,BLH,,NYSE,Blackrock New York Municipal 2018 Term Trust,53990000.0,22250.34,4,Low,Small,2
5953,954,Ibby,Coalburn,MIRN,Health Care,NASDAQ,"Mirna Therapeutics, Inc.",31070000.0,21905.34,4,Low,Small,3
5596,597,Ugo,Joffe,PRCP,Capital Goods,NASDAQ,"Perceptron, Inc.",68490000.0,21546.33,4,Low,Small,4
5711,712,Holly-anne,Ianne,SOFO,Technology,NASDAQ,"Sonic Foundry, Inc.",17760000.0,21383.49,4,Low,Small,5
6480,481,Tabby,Montfort,PTX,Health Care,NASDAQ,"Pernix Therapeutics Holdings, Inc.",44570000.0,23490.65,5,Low,Small,1
6287,288,Cordelie,Hardware,RLOG,Consumer Services,NASDAQ,"Rand Logistics, Inc.",6700000.0,23152.12,5,Low,Small,2
6445,446,Ansel,De Gouy,FLKS,Health Care,NASDAQ,"Flex Pharma, Inc.",64330000.0,23130.19,5,Low,Small,3
6111,112,Josefa,Perfect,CBIO,Health Care,NASDAQ,"Catalyst Biosciences, Inc. ",18830000.0,23021.48,5,Low,Small,4
6856,857,Marcus,Jefferys,SGRP,Miscellaneous,NASDAQ,"SPAR Group, Inc.",21070000.0,22969.32,5,Low,Small,5
7405,406,Revkah,Sambeck,PY,,NASDAQ,Principal Shareholder Yield Index ETF,7210000.0,24086.99,6,Low,Small,1
7192,193,Bryanty,Luipold,FPA,,NASDAQ,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,45770000.0,23996.29,6,Low,Small,2
7552,553,Mal,Harborow,CBIO,Health Care,NASDAQ,"Catalyst Biosciences, Inc. ",18830000.0,21976.83,6,Low,Small,3
7096,97,Dulci,Leahair,MDVX,Health Care,NASDAQ,Medovex Corp.,18220000.0,21651.12,6,Low,Small,4
7847,848,Tiffani,Ody,FBSS,Finance,NASDAQ,"Fauquier Bankshares, Inc.",70550000.0,21021.95,6,Low,Small,5
8399,400,Tansy,Ganiclef,ELON,Technology,NASDAQ,Echelon Corporation,24700000.0,24556.81,7,Low,Small,1
8556,557,Glynis,Songist,IFEU,,NASDAQ,iShares FTSE EPRA/NAREIT Europe Index Fund,42370000.0,24134.77,7,Low,Small,2
8048,49,Sashenka,Dealtry,OTIV,Technology,NASDAQ,On Track Innovations Ltd,51370000.0,23968.41,7,Low,Small,3
8691,692,Farlay,Duffield,AMTX,Basic Industries,NASDAQ,"Aemetis, Inc",29540000.0,23845.56,7,Low,Small,4
8366,367,Pail,Bartolommeo,CARZ,,NASDAQ,First Trust NASDAQ Global Auto Index Fund,18490000.0,23374.58,7,Low,Small,5
9166,167,Dev,Busfield,HUNT,Transportation,NASDAQ,Hunter Maritime Acquisition Corp.,42180000.0,24912.09,8,Low,Small,1
9280,281,Lolita,Colborn,ADHD,Health Care,NASDAQ,Alcobra Ltd.,30870000.0,24561.24,8,Low,Small,2
9067,68,Cynde,Whittuck,LTRX,Technology,NASDAQ,"Lantronix, Inc.",40450000.0,23764.09,8,Low,Small,3
9763,764,Katalin,Farnsworth,THLD,Health Care,NASDAQ,"Threshold Pharmaceuticals, Inc.",27590000.0,23467.85,8,Low,Small,4
9878,879,Talyah,Bullcock,DWLV,,NASDAQ,PowerShares DWA Momentum & Low Volatility Rotation Portfolio,4200000.0,22142.47,8,Low,Small,5
10596,597,Meta,Levensky,NTIC,Capital Goods,NASDAQ,Northern Technologies International Corporation,73300000.0,24487.17,9,Low,Small,1
